"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station","pollution_ratio"
1097,2013,4,15,16,105,200,58,111.8885,1899,121,17.9,994.2,4.5,0,"S",2,"Guanyuan",0.525
1098,2013,4,15,17,105,183,67,110.862,1700,137,16.4,994.8,5.4,0,"SSE",3.3,"Guanyuan",0.573770491803279
1099,2013,4,15,18,82,177,41,107.1666,900,114,14.1,995.5,5.4,0,"SE",2.6,"Guanyuan",0.463276836158192
1100,2013,4,15,19,82,176,40,103.0606,800,85,12.6,996.7,4.3,0,"SE",2.6,"Guanyuan",0.465909090909091
1101,2013,4,15,20,60,147,28,85.6101,600,78,11.6,997.7,3.9,0,"SE",0.9,"Guanyuan",0.408163265306122
1102,2013,4,15,21,50,117,19,66.3119,500,85,11,997.5,4,0,"S",1.5,"Guanyuan",0.427350427350427
1103,2013,4,15,22,50,117,19,57.2787,500,91,11,997.1,1.5,0,"ESE",1.5,"Guanyuan",0.427350427350427
1104,2013,4,15,23,47,90,16,62.4112,800,75,10.8,997.4,0.8,0,"ENE",1.5,"Guanyuan",0.522222222222222
1105,2013,4,16,0,44,98,31,61.59,1100,68,10.7,998.2,1.2,0,"NE",1.2,"Guanyuan",0.448979591836735
1106,2013,4,16,1,43,97,30,53.9939,1200,71,9.8,997.4,4,0,"SW",1.2,"Guanyuan",0.443298969072165
1107,2013,4,16,2,40,96,37,52.1462,1100,67,9.4,996.4,2.5,0,"S",1.1,"Guanyuan",0.416666666666667
1108,2013,4,16,3,53,101,42,52.5568,1300,64,9.2,997.4,2.3,0,"NE",1,"Guanyuan",0.524752475247525
1109,2013,4,16,4,52,101,42,60.7688,1200,48,8.7,998.1,2.3,0,"NNW",0.7,"Guanyuan",0.514851485148515
1110,2013,4,16,5,39,147,34,64.8748,1100,40,8.5,998.7,2.3,0,"NE",1.1,"Guanyuan",0.26530612244898
1111,2013,4,16,6,56,137,30,85.6101,1300,16,10.1,999.6,2.4,0,"NE",1.9,"Guanyuan",0.408759124087591
1112,2013,4,16,7,55,136,29,83.1465,1300,18,13.3,1000.5,3.1,0,"NNW",1.8,"Guanyuan",0.404411764705882
1113,2013,4,16,8,68,160,40,77.8087,1300,30,15.1,1001.4,2.6,0,"NE",1.6,"Guanyuan",0.425
1114,2013,4,16,9,78,191,36,78.2193,1399,33,17.7,1001.8,2.4,0,"ESE",3.1,"Guanyuan",0.408376963350785
1115,2013,4,16,10,79,167,33,65.2854,1200,56,19.1,1002,-0.4,0,"NE",3.3,"Guanyuan",0.473053892215569
1116,2013,4,16,11,58,134,26,51.1197,900,78,20.2,1001.7,-2.2,0,"N",2.8,"Guanyuan",0.432835820895522
1117,2013,4,16,12,58,134,26,42.4971,800,89,20.8,1001.4,-1.7,0,"N",3.9,"Guanyuan",0.432835820895522
1118,2013,4,16,13,54,119,20,34.2851,500,91,21.6,1000.8,-1,0,"NE",2.3,"Guanyuan",0.453781512605042
1119,2013,4,16,14,44,84,13,26.0731,400,97,22,1000.1,-0.7,0,"NNE",1.8,"Guanyuan",0.523809523809524
1120,2013,4,16,15,30,71,9,24.0201,300,104,21.9,1000.1,-2.1,0,"N",1.9,"Guanyuan",0.422535211267606
1121,2013,4,16,16,22,61,8,25.4572,300,106,22.2,1000.2,-3.3,0,"W",1.1,"Guanyuan",0.360655737704918
1122,2013,4,16,17,24,56,6,27.9208,300,103,19.7,1000.5,2.1,0,"SSE",5.3,"Guanyuan",0.428571428571429
1123,2013,4,16,18,40,150,19,43.3183,700,116,15.4,1002,0,0,"SW",4.9,"Guanyuan",0.266666666666667
1124,2013,4,16,19,102,150,19,75.1398,1700,95,13.6,1003.9,-0.8,0,"SW",3.6,"Guanyuan",0.68
1125,2013,4,16,20,91,206,45,67.1331,1500,92,11.1,1005.5,-0.7,0,"S",3.9,"Guanyuan",0.441747572815534
1126,2013,4,16,21,79,149,28,55.2257,1100,100,10,1005.8,-0.8,0,"S",2.2,"Guanyuan",0.530201342281879
1127,2013,4,16,22,79,149,28,48.2455,700,108,9.5,1007.5,-0.4,0,"SSW",2.5,"Guanyuan",0.530201342281879
1128,2013,4,16,23,47,89,16,50.9144,800,88,9.1,1008,1,0,"SSW",3,"Guanyuan",0.528089887640449
1129,2013,4,17,0,39,61,15,44.7554,1000,84,9,1007.6,1.2,0,"SSW",2,"Guanyuan",0.639344262295082
1130,2013,4,17,1,38,60,15,37.5699,900,88,8.7,1007.2,1.6,0,"SSW",1.5,"Guanyuan",0.633333333333333
1131,2013,4,17,2,41,43,13,37.1593,700,84,8.8,1007.4,1.7,0,"WSW",2,"Guanyuan",0.953488372093023
1132,2013,4,17,3,33,45,13,38.1858,600,79,8.6,1006.7,1.5,0,"SW",1.9,"Guanyuan",0.733333333333333
1133,2013,4,17,4,29,40,14,37.7752,600,75,8.5,1006.1,1.6,0,"S",1.1,"Guanyuan",0.725
1134,2013,4,17,5,44,46,19,36.3381,800,70,8.6,1006.6,0.6,0,"SSW",1.7,"Guanyuan",0.956521739130435
1135,2013,4,17,6,41,51,21,34.901,900,72,9.2,1007,0.6,0,"SW",1.6,"Guanyuan",0.803921568627451
1136,2013,4,17,7,39,53,21,47.4243,900,57,10,1007.1,-0.2,0,"SW",2,"Guanyuan",0.735849056603774
1137,2013,4,17,8,42,50,22,48.8614,800,58,10.6,1006.3,-1.2,0,"SW",4.4,"Guanyuan",0.84
1138,2013,4,17,9,42,50,22,47.0137,700,61,12.1,1005.6,-2.2,0,"S",2.9,"Guanyuan",0.84
1139,2013,4,17,10,29,41,17,42.0865,600,70,13.4,1004.6,-1,0,"S",3.8,"Guanyuan",0.707317073170732
1140,2013,4,17,11,35,56,20,38.5964,600,78,14.6,1004,-1.9,0,"S",2.3,"Guanyuan",0.625
1141,2013,4,17,12,36,51,22,36.7487,500,88,15.8,1003.3,-2.2,0,"SSW",2.2,"Guanyuan",0.705882352941177
1142,2013,4,17,13,36,50,22,34.2851,500,100,16,1002.5,-1.6,0,"SSW",1.8,"Guanyuan",0.72
1143,2013,4,17,14,45,58,18,32.6427,600,103,17.1,1002.4,-2.1,0,"WSW",1,"Guanyuan",0.775862068965517
1144,2013,4,17,15,59,62,22,35.1063,800,107,17.1,1002,-1.6,0,"SSE",1.2,"Guanyuan",0.951612903225806
1145,2013,4,17,16,77,93,29,43.5236,1000,107,16.7,1002.5,-1,0,"SW",1.9,"Guanyuan",0.827956989247312
1146,2013,4,17,17,76,92,28,54.8151,900,97,15.6,1003.4,-1.1,0,"E",1.9,"Guanyuan",0.826086956521739
1147,2013,4,17,18,61,109,19,59.537,600,83,14,1004.4,-1.6,0,"ESE",1.4,"Guanyuan",0.559633027522936
1148,2013,4,17,19,50,98,16,57.0734,500,76,13.1,1006.2,-2.4,0,"ESE",1.1,"Guanyuan",0.510204081632653
1149,2013,4,17,20,54,100,12,54.8151,500,70,12.1,1008,-1.5,0,"N",0.5,"Guanyuan",0.54
1150,2013,4,17,21,46,78,10,58.7158,500,59,13.1,1008.9,-3.7,0,"NE",2.2,"Guanyuan",0.58974358974359
1151,2013,4,17,22,46,78,10,64.6695,600,49,12.4,1010.4,-4.7,0,"NNE",3.7,"Guanyuan",0.58974358974359
1152,2013,4,17,23,35,110,6,46.3978,400,58,11.5,1011.7,-5.1,0,"N",4.2,"Guanyuan",0.318181818181818
1153,2013,4,18,0,14,117,3,19.5035,200,75,9.9,1013.2,-6.5,0,"N",4,"Guanyuan",0.11965811965812
1154,2013,4,18,1,9,95,3,16.8346,200,76,8.9,1014.6,-8.2,0,"NNE",3.4,"Guanyuan",0.0947368421052632
1155,2013,4,18,2,9,41,5,21.1459,200,66,8.4,1015.7,-10,0,"NNE",3.1,"Guanyuan",0.219512195121951
1156,2013,4,18,3,9,40,4,12.9339,NA,80.325,7.6,1016.5,-10.7,0,"NE",2.2,"Guanyuan",0.225
1157,2013,4,18,4,6,18,3,11.7021,200,84,6.7,1017.1,-9.7,0,"NNE",1.1,"Guanyuan",0.333333333333333
1158,2013,4,18,5,7,15,3,16.2187,200,76,6.3,1018.4,-10,0,"NNE",2.2,"Guanyuan",0.466666666666667
1159,2013,4,18,6,11,15,4,20.7353,200,69,7.9,1019.6,-10.5,0,"NNE",3,"Guanyuan",0.733333333333333
1160,2013,4,18,7,5,21,4,24.636,200,66,9.2,1020.1,-13.3,0,"NE",2.9,"Guanyuan",0.238095238095238
1161,2013,4,18,8,7,29,4,27.3049,300,65,9.8,1020.5,-13.5,0,"NE",2.9,"Guanyuan",0.241379310344828
1162,2013,4,18,9,9,35,3,20.7353,200,74,10.9,1020.3,-13.3,0,"NNE",3.1,"Guanyuan",0.257142857142857
1163,2013,4,18,10,8,34,3,19.0929,200,81,11.6,1019.7,-15.1,0,"NNW",4.9,"Guanyuan",0.235294117647059
1164,2013,4,18,11,7,23,3,22.3777,200,83,12.7,1018.7,-11.8,0,"N",2.1,"Guanyuan",0.304347826086957
1165,2013,4,18,12,6,21,3,23.6095,200,86,13.5,1017.4,-12.7,0,"ENE",2.4,"Guanyuan",0.285714285714286
1166,2013,4,18,13,11,26,3,20.9406,200,91,14.3,1016.4,-12,0,"SE",2.1,"Guanyuan",0.423076923076923
1167,2013,4,18,14,7,25,1.7136,18.6823,200,95,15,1015.6,-12.3,0,"ENE",2.8,"Guanyuan",0.28
1168,2013,4,18,15,14,20,3,19,200,97,15.5,1014.9,-12.9,0,"E",2.9,"Guanyuan",0.7
1169,2013,4,18,16,6,25,3,21,200,96,14.9,1014.5,-13.3,0,"ESE",2.4,"Guanyuan",0.24
1170,2013,4,18,17,9,21,3,23,200,97,14.1,1015,-14,0,"SE",2.4,"Guanyuan",0.428571428571429
1171,2013,4,18,18,7,25,3,28,200,94,12.3,1015.6,-13.7,0,"ESE",1.7,"Guanyuan",0.28
1172,2013,4,18,19,10,25,3,32,300,82,10.9,1016.5,-12.5,0,"NNE",0.5,"Guanyuan",0.4
1173,2013,4,18,20,11,25,3,36,300,72,11.4,1017.7,-11.5,0,"NE",1.7,"Guanyuan",0.44
1174,2013,4,18,21,9,29,3,43,400,61,11.6,1018.1,-12.7,0,"SW",3.3,"Guanyuan",0.310344827586207
1175,2013,4,18,22,8,28,3,42,400,62,11.1,1018.4,-10.4,0,"S",1.8,"Guanyuan",0.285714285714286
1176,2013,4,18,23,18,51,6,37,400,68,10,1018.4,-8.2,0,"SW",1.6,"Guanyuan",0.352941176470588
1177,2013,4,19,0,39,89,15,37,600,60,8.4,1017.5,-3.8,0,"SW",0,"Guanyuan",0.438202247191011
1178,2013,4,19,1,38,86,18,37,700,54,8.4,1018.3,-4.1,0,"SSE",1.7,"Guanyuan",0.441860465116279
1179,2013,4,19,2,50,104,8,52,700,36,7.4,1018.6,-3.8,0,"ESE",1.9,"Guanyuan",0.480769230769231
1180,2013,4,19,3,53,112,31,67,NA,NA,7.3,1019.1,-6.1,0,"SSE",2.5,"Guanyuan",0.473214285714286
1181,2013,4,19,4,65,107,41,51,1399,8,7.2,1019.2,-7.3,0,"SW",1.9,"Guanyuan",0.607476635514019
1182,2013,4,19,5,50,83,36,38,1200,51,7.2,1019.7,-5.9,0,"S",1.4,"Guanyuan",0.602409638554217
1183,2013,4,19,6,46,74,30,38,900,53,7.3,1020,-7.2,0,"S",1.9,"Guanyuan",0.621621621621622
1184,2013,4,19,7,47,75,39,41,900,53,6.6,1020.9,-0.2,0,"SW",2.8,"Guanyuan",0.626666666666667
1185,2013,4,19,8,44,106,29,44,900,44,6.2,1021.2,1.1,0,"SW",3.3,"Guanyuan",0.415094339622642
1186,2013,4,19,9,44,106,29,44,700,54,3.5,1021.6,1.5,0.2,"SW",5.4,"Guanyuan",0.415094339622642
1187,2013,4,19,10,35,42,6,31,600,61,4.7,1020.9,1.5,0.1,"SSW",2.8,"Guanyuan",0.833333333333333
1188,2013,4,19,11,32,24,5,31,600,63,6.4,1019.7,0.7,0,"WSW",4.7,"Guanyuan",1.33333333333333
1189,2013,4,19,12,27,19,11,20,600,84,7.2,1019.3,0.2,0,"SW",3.9,"Guanyuan",1.42105263157895
1190,2013,4,19,13,21,36,15,21,600,86,7.9,1018.2,-1.4,0,"SW",3.8,"Guanyuan",0.583333333333333
1191,2013,4,19,14,32,37,15,22,600,89,7.5,1017.5,-1,0,"WSW",3.4,"Guanyuan",0.864864864864865
1192,2013,4,19,15,44,47,14,27,600,83,7.3,1017.1,-0.9,0,"SW",2.5,"Guanyuan",0.936170212765957
1193,2013,4,19,16,51,62,10,31,600,73,6.7,1016.9,-1.5,0,"SW",3.6,"Guanyuan",0.82258064516129
1194,2013,4,19,17,49,56,10,28,600,79,5.9,1016.6,-0.4,0,"SW",2.6,"Guanyuan",0.875
1195,2013,4,19,18,41,56,9,30,700,76,4.9,1017.1,1,0,"SSW",2.4,"Guanyuan",0.732142857142857
1196,2013,4,19,19,52,66,6,36,600,58,4.4,1017.3,1.6,0,"SW",3,"Guanyuan",0.787878787878788
1197,2013,4,19,20,51,54,5,36,600,51,4.2,1017.9,1.2,0,"WSW",2.2,"Guanyuan",0.944444444444444
1198,2013,4,19,21,53,54,4,42,600,34,4.2,1017.4,1.6,0,"SW",2.9,"Guanyuan",0.981481481481482
1199,2013,4,19,22,61,46,5,43,600,33,4.1,1017.7,1.6,0,"SSW",2.1,"Guanyuan",1.32608695652174
1200,2013,4,19,23,52,45,5,39,600,34,3.8,1018.1,1.7,0,"WSW",2.2,"Guanyuan",1.15555555555556
1201,2013,4,20,0,60,46,3,40,600,29,3.5,1017.5,1.9,0,"SW",1.7,"Guanyuan",1.30434782608696
1202,2013,4,20,1,61,44,3,46,500,20,3,1017.1,1.8,0,"SW",1.1,"Guanyuan",1.38636363636364
1203,2013,4,20,2,66,49,3,52,600,10,2.3,1017.3,1.3,0,"SW",1.3,"Guanyuan",1.3469387755102
1204,2013,4,20,3,68,55,3,53,600,5,1.9,1016.9,1.2,0,"WSW",0.9,"Guanyuan",1.23636363636364
1205,2013,4,20,4,72,52,3,50,600,6,0.9,1016.9,0.3,0,"SE",0.5,"Guanyuan",1.38461538461538
1206,2013,4,20,5,72,61,3,52,600,2,0.9,1017.4,0.6,0,"WNW",0.5,"Guanyuan",1.18032786885246
1207,2013,4,20,6,72,76,3,52,700,2,2.6,1017.9,2.3,0,"WSW",1,"Guanyuan",0.947368421052632
1208,2013,4,20,7,66,76,4,50,700,6,5,1017.9,2.4,0,"W",0.8,"Guanyuan",0.868421052631579
1209,2013,4,20,8,81,83,10,52,800,12,7.7,1017.5,2.4,0,"N",1,"Guanyuan",0.975903614457831
1210,2013,4,20,9,72,86,15,55,800,21,9.9,1017.6,1,0,"W",0.9,"Guanyuan",0.837209302325581
1211,2013,4,20,10,73,80,17,53,800,40,11.8,1016.8,-0.1,0,"W",2.3,"Guanyuan",0.9125
1212,2013,4,20,11,68,75,16,51,800,60,12.9,1015.7,1.2,0,"WSW",2.5,"Guanyuan",0.906666666666667
1213,2013,4,20,12,77,56,16,43,800,102,14.3,1014.8,0.9,0,"SSW",2.7,"Guanyuan",1.375
1214,2013,4,20,13,61,69,15,38,700,119,14.8,1013.6,0.2,0,"SW",3.3,"Guanyuan",0.884057971014493
1215,2013,4,20,14,78,59,14,29,600,128,15.3,1013,0.7,0,"SSW",2.7,"Guanyuan",1.32203389830508
1216,2013,4,20,15,69,55,13,23,600,137,15.3,1011.9,-0.1,0,"SW",4.1,"Guanyuan",1.25454545454545
1217,2013,4,20,16,50,59,12,23,500,133,14.7,1011.9,-1,0,"WSW",4.3,"Guanyuan",0.847457627118644
1218,2013,4,20,17,53,58,11,25,500,126,13.6,1012.3,-1.2,0,"SSW",4,"Guanyuan",0.913793103448276
1219,2013,4,20,18,57,68,16,32,600,117,12.6,1012.5,-0.3,0,"SW",3,"Guanyuan",0.838235294117647
1220,2013,4,20,19,59,77,15,35,700,115,11.8,1013.5,-1,0,"SSW",2.9,"Guanyuan",0.766233766233766
1221,2013,4,20,20,64,86,15,46,800,92,11,1014.2,0.4,0,"SW",2.5,"Guanyuan",0.744186046511628
1222,2013,4,20,21,69,94,16,49,700,80,10.4,1014.4,0.7,0,"SW",1.8,"Guanyuan",0.734042553191489
1223,2013,4,20,22,74,93,14,44,800,84,9.3,1014.9,1,0,"SW",1.8,"Guanyuan",0.795698924731183
1224,2013,4,20,23,83,104,15,51,900,68,8.6,1015.1,1.7,0,"SW",2.3,"Guanyuan",0.798076923076923
1225,2013,4,21,0,93,115,15,53,900,52,8.1,1015,2.7,0,"SW",1.6,"Guanyuan",0.808695652173913
1226,2013,4,21,1,100,122,15,57,900,36,6.5,1015,3.3,0,"W",0,"Guanyuan",0.819672131147541
1227,2013,4,21,2,100,122,15,57,NA,17.5644,5.6,1015.2,3.3,0,"W",1,"Guanyuan",0.819672131147541
1228,2013,4,21,3,116,124,19,68,1000,7,5.2,1014.7,3.7,0,"NE",1,"Guanyuan",0.935483870967742
1229,2013,4,21,4,111,120,20,70,1000,2,4.5,1014.7,1.9,0,"NNE",0.6,"Guanyuan",0.925
1230,2013,4,21,5,115,117,19,68,1000,2,4.2,1015,2.4,0,"W",0.7,"Guanyuan",0.982905982905983
1231,2013,4,21,6,114,116,17,65,1100,2,5.7,1015.4,3.5,0,"WNW",0.5,"Guanyuan",0.982758620689655
1232,2013,4,21,7,118,127,20,70,1200,2,8.2,1015.6,2.6,0,"W",0.6,"Guanyuan",0.929133858267717
1233,2013,4,21,8,103,148,22,86,1300,4,9.7,1015.3,1.8,0,"WSW",0.9,"Guanyuan",0.695945945945946
1234,2013,4,21,9,131,177,26,84,1399,5,11.8,1015.5,3.3,0,"SSW",2.4,"Guanyuan",0.740112994350282
1235,2013,4,21,10,146,195,30,87,1500,10,13.6,1014.4,3.1,0,"SW",1.8,"Guanyuan",0.748717948717949
1236,2013,4,21,11,147,170,34,76,1399,38,15.1,1013.3,4.2,0,"S",2.2,"Guanyuan",0.864705882352941
1237,2013,4,21,12,144,152,31,63,1100,75,15.8,1012.3,3.9,0,"SSW",2.5,"Guanyuan",0.947368421052632
1238,2013,4,21,13,120,143,37,42,1000,104,17,1010.7,3.6,0,"SW",3.9,"Guanyuan",0.839160839160839
1239,2013,4,21,14,120,123,38,31,1000,112,17.3,1009.7,3.9,0,"SW",3.7,"Guanyuan",0.975609756097561
1240,2013,4,21,15,106,115,44,30,1000,122,17.6,1009,3.5,0,"SSW",4.1,"Guanyuan",0.921739130434783
1241,2013,4,21,16,106,115,45,30,1100,104,17.2,1008.6,3.1,0,"SW",4.7,"Guanyuan",0.921739130434783
1242,2013,4,21,17,147,153,82,52,NA,104.5296,16.5,1008.7,3.9,0,"SSW",4.4,"Guanyuan",0.96078431372549
1243,2013,4,21,18,163,171,77,59,NA,100.2456,15.9,1008.8,4,0,"SW",3.1,"Guanyuan",0.953216374269006
1244,2013,4,21,19,137,144,53,47,NA,110.7414,15.3,1010,4,0,"SSW",3.2,"Guanyuan",0.951388888888889
1245,2013,4,21,20,112,126,39.1272,44.5501,NA,104.1012,14.6,1010,3.7,0,"SSW",2.8,"Guanyuan",0.888888888888889
1246,2013,4,21,21,102,91,31,44,NA,92.7486,13.9,1009.7,3.4,0,"SSW",2.8,"Guanyuan",1.12087912087912
1247,2013,4,21,22,71,77,28,41,NA,87.1794,13.2,1010.1,3,0,"SW",3.3,"Guanyuan",0.922077922077922
1248,2013,4,21,23,90,93,27,48,700,69,12.4,1010,3.3,0,"SSW",3.2,"Guanyuan",0.967741935483871
1249,2013,4,22,0,92,94,28,47,700,70,11.2,1010.1,3.9,0,"SSW",1.4,"Guanyuan",0.978723404255319
1250,2013,4,22,1,79,99,26,43,700,72,10.2,1009.7,4.3,0,"SSW",1.4,"Guanyuan",0.797979797979798
1251,2013,4,22,2,90,110,28,41,700,62,9.8,1009.7,4,0,"SW",1.9,"Guanyuan",0.818181818181818
1252,2013,4,22,3,106,120,36,40,800,48,8.1,1010,4.3,0,"SSW",0.7,"Guanyuan",0.883333333333333
1253,2013,4,22,4,113,120,34,46,800,36,7.9,1009.7,4.3,0,"SSW",1.3,"Guanyuan",0.941666666666667
1254,2013,4,22,5,113,123,33,46,800,33,8.1,1010.3,4.7,0,"SW",1.3,"Guanyuan",0.91869918699187
1255,2013,4,22,6,116,128,34,46,900,27,9.2,1010.5,4.8,0,"SW",1.4,"Guanyuan",0.90625
1256,2013,4,22,7,126,140,43,55,1000,16,10.1,1010.2,4.9,0,"SW",0.9,"Guanyuan",0.9
1257,2013,4,22,8,131,146,51,54,1100,17,11.6,1010.4,5,0,"NNW",1.5,"Guanyuan",0.897260273972603
1258,2013,4,22,9,137,162,59,52,1100,25,13.4,1010,5.3,0,"S",0.8,"Guanyuan",0.845679012345679
1259,2013,4,22,10,144,167,55,54,1100,35,14.3,1009.7,5.9,0,"SSW",1.6,"Guanyuan",0.862275449101796
1260,2013,4,22,11,150,175,54,59,1100,44,14,1009.2,6.4,0,"SW",2.7,"Guanyuan",0.857142857142857
1261,2013,4,22,12,157,184,54,60,1200,50,13.9,1009.1,7,0,"SSW",1.8,"Guanyuan",0.853260869565217
1262,2013,4,22,13,168,194,77,53,1600,55,14.2,1008.3,7.3,0,"WSW",2.8,"Guanyuan",0.865979381443299
1263,2013,4,22,14,184,214,109,53,1899,52,14.5,1006.8,8,0,"S",1.9,"Guanyuan",0.85981308411215
1264,2013,4,22,15,200,222,122,52,2100,60,14.7,1006.3,7.5,0,"S",2.1,"Guanyuan",0.900900900900901
1265,2013,4,22,16,205,220,113,57,2100,58,14.3,1006,7.3,0,"SSW",3,"Guanyuan",0.931818181818182
1266,2013,4,22,17,205,220,113,57,1600,66,14.2,1006.2,7.7,0,"S",1.8,"Guanyuan",0.931818181818182
1267,2013,4,22,18,177,158,58,46,1100,70,13.9,1006,7.9,0,"SW",0.8,"Guanyuan",1.12025316455696
1268,2013,4,22,19,157,159,62,52,1200,63,13.7,1006.7,8.1,0,"SSW",1.1,"Guanyuan",0.987421383647799
1269,2013,4,22,20,171,194,72,78,1500,29,13.5,1006.7,7.9,0,"SSE",1.5,"Guanyuan",0.881443298969072
1270,2013,4,22,21,199,218,69,97,1800,5,13.8,1006.2,8,0,"SSE",1.5,"Guanyuan",0.912844036697248
1271,2013,4,22,22,206,213,66,91,1800,6,13.7,1006.1,7.9,0,"S",2.5,"Guanyuan",0.967136150234742
1272,2013,4,22,23,202,207,63,95,1700,6,12.5,1006.1,7.2,0,"SSW",3.1,"Guanyuan",0.975845410628019
1273,2013,4,23,0,145,111,37,41,1000,57,11.6,1006,6.9,0,"S",1.6,"Guanyuan",1.30630630630631
1274,2013,4,23,1,124,87,27,32,900,59,11,1005.9,6.9,0,"SW",2.5,"Guanyuan",1.42528735632184
1275,2013,4,23,2,125,93,8,26,900,57,10.1,1005.8,6.6,0,"SW",2.6,"Guanyuan",1.34408602150538
1276,2013,4,23,3,133,93,25,25,NA,NA,9.7,1005.3,6.6,0,"SSW",2,"Guanyuan",1.43010752688172
1277,2013,4,23,4,132,89,24,51,900,33,9.3,1005,6.7,0,"SSW",1.4,"Guanyuan",1.48314606741573
1278,2013,4,23,5,142,101,21,31,900,41,9.4,1005.4,6.8,0,"S",1.7,"Guanyuan",1.40594059405941
1279,2013,4,23,6,149,110,22,33,1000,35,9.4,1005.4,7,0,"SW",1.2,"Guanyuan",1.35454545454545
1280,2013,4,23,7,158,128,22,44,1100,19,9.5,1005.7,6.9,0,"W",1.9,"Guanyuan",1.234375
1281,2013,4,23,8,146,156,22,50,1100,10,10.1,1005.9,7.3,0,"SW",0.6,"Guanyuan",0.935897435897436
1282,2013,4,23,9,151,166,25,53,1200,8,11.5,1005.8,7.4,0,"WSW",1.5,"Guanyuan",0.909638554216867
1283,2013,4,23,10,167,186,30,55,1300,10,12.7,1005.6,8,0,"W",1.8,"Guanyuan",0.897849462365591
1284,2013,4,23,11,176,197,36,59,1399,15,14.7,1005,8,0,"S",0.8,"Guanyuan",0.893401015228426
1285,2013,4,23,12,189,211,38,62,1399,23,13,1004,7.7,0,"SSW",1.4,"Guanyuan",0.895734597156398
1286,2013,4,23,13,195,215,32,73,1399,18,15.2,1004.8,8.2,0,"WNW",1.5,"Guanyuan",0.906976744186046
1287,2013,4,23,14,230,239,49,75,1500,21,15.3,1003,8.1,0,"SSW",1.9,"Guanyuan",0.96234309623431
1288,2013,4,23,15,214,239,45,72,1500,38,17.1,1004,8.2,0,"ENE",1.8,"Guanyuan",0.895397489539749
1289,2013,4,23,16,237,246,46,75,1500,43,15.3,1005.3,8.8,0,"ESE",2.1,"Guanyuan",0.963414634146341
1290,2013,4,23,17,247,267,40,91,1600,36,15.5,1005.7,8.2,0,"E",1.1,"Guanyuan",0.925093632958802
1291,2013,4,23,18,227,243,28,93,1600,23,13.4,1006.2,9.3,0,"SW",0.6,"Guanyuan",0.934156378600823
1292,2013,4,23,19,211,195,23,91,1500,21,11.9,1006.8,8.6,0,"ENE",0,"Guanyuan",1.08205128205128
1293,2013,4,23,20,188,195,18,112,1700,2,10.5,1007.4,8.4,0,"W",0.8,"Guanyuan",0.964102564102564
1294,2013,4,23,21,209,212,14,110,2000,2,9.5,1007.6,8.3,0,"SSW",0.6,"Guanyuan",0.985849056603774
1295,2013,4,23,22,221,258,13,114,2399,2,8.9,1007.8,7.7,0,"NE",0.6,"Guanyuan",0.856589147286822
1296,2013,4,23,23,214,219,10,106,2399,2,8.3,1007.4,7.5,0,"E",0.6,"Guanyuan",0.977168949771689
1297,2013,4,24,0,204,217,10,97,2899,2,8,1007.3,7.4,0,"NNE",0.2,"Guanyuan",0.940092165898618
1298,2013,4,24,1,181,202,9,92,3000,2,8.3,1007.2,7.7,0,"NE",0.8,"Guanyuan",0.896039603960396
1299,2013,4,24,2,185,191,8,89,2799,2,7.9,1007.1,7.1,0,"NE",0.8,"Guanyuan",0.968586387434555
1300,2013,4,24,3,154,160,8,87,1899,2,7.3,1006.6,6.7,0,"E",0.4,"Guanyuan",0.9625
1301,2013,4,24,4,142,110,6,68,1200,2,6.7,1006.7,6.1,0,"NE",0.9,"Guanyuan",1.29090909090909
1302,2013,4,24,5,136,107,6,65,1300,2,6.3,1006.7,5.9,0,"NNE",0.2,"Guanyuan",1.27102803738318
1303,2013,4,24,6,140,116,5,62,1399,2,8,1006.6,7.9,0,"NNE",0.6,"Guanyuan",1.20689655172414
1304,2013,4,24,7,160,169,8,75,1899,2,11.1,1006,9,0,"SSW",0.8,"Guanyuan",0.946745562130177
1305,2013,4,24,8,153,165,17,89,1800,2,14.7,1005.5,8.9,0,"WSW",0.9,"Guanyuan",0.927272727272727
1306,2013,4,24,9,159,136,24,77,1300,13,18.1,1005.2,7.5,0,"SSW",1.1,"Guanyuan",1.16911764705882
1307,2013,4,24,10,130,137,27,85,1399,26,19.7,1004.4,6.4,0,"SSE",1.2,"Guanyuan",0.948905109489051
1308,2013,4,24,11,152,104,23,86,1200,48,20.7,1003.8,4.3,0,"SW",1.4,"Guanyuan",1.46153846153846
1309,2013,4,24,12,100,69,14,77,900,73,23,1002.5,-1.2,0,"W",4.4,"Guanyuan",1.44927536231884
1310,2013,4,24,13,106,69,12,72,800,77,24,1002.2,-5.2,0,"NNW",5.2,"Guanyuan",1.53623188405797
1311,2013,4,24,14,53,121,5,37,400,83,24.1,1001.6,-4.2,0,"NW",3.4,"Guanyuan",0.43801652892562
1312,2013,4,24,15,24,232,3,20,300,93,23.3,1001.4,-5.7,0,"NNW",3.6,"Guanyuan",0.103448275862069
1313,2013,4,24,16,12,107,3,21,300,94,21.5,1001.6,-3.1,0,"NE",3.7,"Guanyuan",0.11214953271028
1314,2013,4,24,17,9,77,3,26,300,86,20.4,1002.1,-0.9,0,"NE",3.7,"Guanyuan",0.116883116883117
